,Id,LastModified,PublicationDate,DateCreated,IncludeInSitemap,SystemSourceKey,UrlName,ItemDefaultUrl,DoctorStatus,eHealthChatUrl,MetaDescription,MetaTitle,YearsOfExperience,AppointmentURL,OpenGraphDescription,FacilityLocation,FullUrl,SubSpecialtyContent,ProfileURL,SpecialInterest,Recommendation,SpecialtyName,ConditionsTreated,OpenGraphTitle,SortNumber,QualificationAndCertifications,PhoneNo,ProceduresPerformed,HideInEHealth,LanguageSpoken,eHealthConsultUrl,Salutation,DisabledRequestForAppointment,HospitalName,Description,Title,PhoneNo2,ResidencyStatus,Provider,DoctorImage
103,289499fa-682f-4e09-a1c3-951694668d9f,2023-05-16T05:56:39Z,2023-05-12T04:59:15Z,2023-05-12T04:59:16Z,True,,fong-voon-hoong,/ear-nose-and-throat-surgery-ent/fong-voon-hoong,,,"Ear, Nose and Throat Surgery (ENT);Head & Neck Surgery","Dr. Fong Voon Hoong | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kuala Lumpur",,https://gleneagles.com.my/kuala-lumpur/appointment/ear-nose-and-throat-surgery-ent/fong-voon-hoong,"Ear, Nose and Throat Surgery (ENT);Head & Neck Surgery","Specialist Clinics, 7th Floor, Block B",,,https://gleneagles.com.my/kuala-lumpur/doctors/ear-nose-and-throat-surgery-ent/fong-voon-hoong,,,"##Ear, Nose and Throat Surgery (ENT)##;##Head & Neck Surgery##",,"Dr. Fong Voon Hoong | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kuala Lumpur",999,<ul><li>MD (UKM)</li><li>Master of Surgery ORL-HNS (UKM)&nbsp;</li></ul>,"03 – 4141 3823 , 012 – 613 6564 (Whatsapp for appointment)",,False,"English, Malay, Mandarin, Thai",,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Fong Voon Hoong,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr-Fong', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr-fong.jpg?sfvrsn=9482d683_7'}]"
104,4ea9bc37-94ba-4acb-8476-4d26e137352b,2023-05-16T06:04:04Z,2022-02-07T01:52:18Z,2022-02-07T01:52:18Z,True,,dr-foo-seow-hoong,/dermatology/dr-foo-seow-hoong,Resident Consultant,,Dr.,Dr. Foo Seow Hoong | Dermatology | Gleneagles Hospital Medini Johor,,https://gleneagles.com.my/medini-johor/appointment/dermatology/dr-foo-seow-hoong,Dr.,603,https://gleneagles.com.my/medini-johor/doctors/dermatology/dr-foo-seow-hoong,,https://gleneagles.com.my/medini-johor/doctors/dermatology/dr-foo-seow-hoong,,,##Dermatology##,,Dr. Foo Seow Hoong | Dermatology | Gleneagles Hospital Medini Johor,999,"BMedSci, BMBS (Nottingham, UK) MRCP, SCE Dermatology (London) FRCP (Edinburgh) CCST (UK)",075601000 ext 3065,,False,"English, Malay, Hokkien, Mandarin",,Dr.,False,Gleneagles Hospital Medini Johor,,Foo Seow Hoong,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr.Foo', 'Url': 'https://gleneagles.com.my/images/default-source/f_-accreditation/dr.foo.jpg?sfvrsn=e0de8f49_7'}]"
105,d73c4586-c4b9-4875-bd9f-72e51e80b2a4,2023-05-16T06:06:12Z,2021-04-08T09:41:43Z,2021-04-08T09:41:44Z,True,,dato-'-dr-fuad-ismail,/oncology/dato-'-dr-fuad-ismail,Sessional Consultant,,,Dato' Dr. Fuad Ismail | Oncology | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/oncology/dato-'-dr-fuad-ismail,Dato' Dr.,"Oncology Centre, Ground Floor, Block A",https://gleneagles.com.my/kuala-lumpur/doctors/oncology/dato-'-dr-fuad-ismail,,https://gleneagles.com.my/kuala-lumpur/doctors/oncology/dato-'-dr-fuad-ismail,,,##Oncology##,,Dato' Dr. Fuad Ismail | Oncology | Gleneagles Hospital Kuala Lumpur,999,MD(UKM) FFRRCS(IRELAND) FRC(UK),03-4141 3058,,False,,,Dato' Dr.,False,Gleneagles Hospital Kuala Lumpur,,Fuad Ismail,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Male No Image', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dato-dr.-fuad-ismail-(sil)008b9089-1ec5-413b-bad2-b35177952155.png?sfvrsn=b53b441a_7'}]"
106,b1572258-1eb6-40bb-829d-171af9ff197e,2023-05-31T06:34:00Z,2021-04-08T09:43:47Z,2021-04-08T09:43:48Z,True,,dr-g.-t.-rajendran,/ear-nose-and-throat-surgery-ent/dr-g.-t.-rajendran,Resident Consultant,,,"Dr. G. T. Rajendran | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kota Kinabalu",,https://gleneagles.com.my/kota-kinabalu/appointment/ear-nose-and-throat-surgery-ent/dr-g.-t.-rajendran,Dr.,,https://gleneagles.com.my/kota-kinabalu/doctors/ear-nose-and-throat-surgery-ent/dr-g.-t.-rajendran,,https://gleneagles.com.my/kota-kinabalu/doctors/ear-nose-and-throat-surgery-ent/dr-g.-t.-rajendran,,"<p>Dr G. T. Rajendran received his MBBS from University of Madras, Madras Medical College in 1988. He went on to pursue his MS (ENT) at University Malaya and received his qualification in 1997. Originally from Johor Bahru, he has served as an ENT surgeon for 10 years in government hospital, 18 years in private hospital. He has a special interest in Nasopharyngeal Carcinoma (NPC).</p>","##Ear, Nose and Throat Surgery (ENT)##",,"Dr. G. T. Rajendran | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kota Kinabalu",999,"<p>MBBS (Madras), MS (ENT) (UM)</p>",,,False,"English, Malay",,Dr.,False,Gleneagles Hospital Kota Kinabalu,,G. T. Rajendran,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. G. T. Rajendran', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-g.-t.-rajendrane28db396-a96f-4518-9446-14a2331e5432.jpg?sfvrsn=26b7404c_6'}]"
107,1a669eda-257b-4761-9e8d-015a1e4ac24c,2023-05-16T06:07:01Z,2021-04-08T09:43:12Z,2021-04-08T09:43:13Z,True,,dr-gan-ain-tian,/dermatology/dr-gan-ain-tian,Resident Consultant,,,Dr. Gan Ain Tian | Dermatology | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/dermatology/dr-gan-ain-tian,Dr.,"Suite 611, 6th Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/dermatology/dr-gan-ain-tian,,https://gleneagles.com.my/kuala-lumpur/doctors/dermatology/dr-gan-ain-tian,,"<p>Graduated from University of Malaya Medical Faculty. Postgraduate training in Dermatology and Genito-Urinary Medcine in London, United Kingdom. Senior Consultant Dermatologist at Hospital Kuala Lumpur. </p><p>Speaker at International and Local Conferences. </p><p>Committee Member of Cosmetic Dermatology &amp; Laser Medicine Board, Dermatological Association of Malaysia.</p><p>Past President, Dermatological Association of Malaysia.</p><p>Fellow of Academy of Medicine of Malaysia.</p><p>Fellow of Royal College of Physicians of London.</p><p>Fellow of the American Academy of Dermatology.</p><p>Foundation Fellow of the Asian Association of Dermatology and Venereology.</p>",##Dermatology##,<p>Medical Dermatology</p><p>Aesthetic Dermatology</p><p>Genito-Urinary Medicine</p>,Dr. Gan Ain Tian | Dermatology | Gleneagles Hospital Kuala Lumpur,999,"<p>MBBS (Malaya), FAMM (Malaysia), MRCP (UK), FRCP (London), Dip Derm (London), Dip Ven (London), FAAD (USA), FAADV (Asia)</p>",03-4141 3228 / 4257 2690,<p>Electrocautery</p><p>Cryotherapy</p><p>Laser treatment</p><p>Botox injections</p><p>Dermatological Surgery</p><p>Non-surgical Facelift</p><p>Radiofrequency treatment</p><p>Laser Hair Removal</p><p>Ultraviolet Light treatment for Vitiligo</p>,False,"English, Malay, Chinese",,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Gan Ain Tian,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Gan Ain Tian', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-gan-ain-tian1e3a7ccd-c63d-4cc4-9a1b-c3ead9953b92.png?sfvrsn=cf11bba1_6'}]"
108,e68e0486-081d-43e1-a09d-4e9ab50a62c4,2023-05-31T06:54:30Z,2021-04-08T09:42:27Z,2021-04-08T09:42:30Z,True,,dr.-gan-hwa-wooi,/cardiology/dr.-gan-hwa-wooi,Resident Consultant,,,Dr. Gan Hwa Wooi | Cardiology | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/cardiology/dr.-gan-hwa-wooi,Gan Hwa Wooi,"237, 2nd Floor, Block B",https://gleneagles.com.my/penang/doctors/cardiology/dr.-gan-hwa-wooi,,https://gleneagles.com.my/penang/doctors/cardiology/dr.-gan-hwa-wooi,,"<p>Dr. Gan had his basic education in Penang and furthered his medical studies at University of Malaya. Subsequently, he obtained his MRCP (UK), trained at the National Heart Centre of Singapore, board-certified as Cardiologist and sub-specialised in Interventional Cardiology. He then underwent a Fellowship Program with Dr. Chiung-Jen Wu at Chang Gung Memorial Hospital &ndash; Kaohsiung Medical Centre and obtained a Fellowship in Transradial Intervention and Interventional Cardiology.</p><p>Prior to joining Gleneagles Penang, Dr. Gan worked as a Consultant Interventional Cardiologist at Changi General Hospital in Singapore and as a Visiting Specialist at National Heart Centre of Singapore.</p><p>Dr. Gan&rsquo;s endeavours to provide his patients with the best care and services were well acknowledged when he received the Service Quality &ndash; Bronze Award from National Heart Centre and Service Quality &ndash; Silver Award from Singhealth Group. He always upholds the vision &ndash; Patient at the Heart of All We Do.</p>",##Cardiology##;##Interventional Cardiology##,"<p>Dr. Gan manages a wide range of heart diseases and cardiovascular-related illnesses such as dyslipidaemia, resistance hypertension and diabetes mellitus. He is also an American College of Sports Medicine certified Clinical Exercise Specialist, who is able to counsel and give exercise prescription according to patient&rsquo;s heart condition. His specific interest is in Interventional Cardiology and especially in Transradial Intervention.</p>",Dr. Gan Hwa Wooi | Cardiology | Gleneagles Hospital Penang,999,"<p>MBBS(UM), MRCP(UK), AM(Malaysia),</p><p>Board Cert - Cardiology(S&rsquo;pore), FAMS Cardiology (S&rsquo;pore), Fellowship - TRI &amp; Interventional Cardiology (Taiwan), ACSM CES(USA), FAPSIC (Asia Pacific), FESC (Europe)</p>",+604-222 9187,<ul><li>Transradial Intervention</li><li>Interventional Cardiology</li></ul>,False,"English, Bahasa Melayu, Mandarin, Bahasa Indonesia, Hokkien",https://gleneaglespenang.ehealth.com.my/#selectDateTime/2656,Dr.,False,Gleneagles Hospital Penang,,Gan Hwa Wooi,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Gan Hwa Wooi', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-gan-hwa-wooie2e7d0ee-12b0-45c4-80c1-88debf9dd77b.jpg?sfvrsn=46cb7504_6'}]"
109,d23065bc-110f-4dd0-8946-a6c319a75bcd,2023-05-31T07:15:38Z,2021-04-08T09:45:52Z,2021-04-08T09:45:55Z,True,,dr.-(mrs.)-gan-kam-ling,/obstetrics-and-gynaecology-og/dr.-(mrs.)-gan-kam-ling,Resident Consultant,,,Dr. (Mrs.) Gan Kam Ling | Obstetrics and Gynaecology (O&G) | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/obstetrics-and-gynaecology-og/dr.-(mrs.)-gan-kam-ling,Dr. (Mrs.),"115, 1st Floor, Block B",https://gleneagles.com.my/penang/doctors/obstetrics-and-gynaecology-og/dr.-(mrs.)-gan-kam-ling,,https://gleneagles.com.my/penang/doctors/obstetrics-and-gynaecology-og/dr.-(mrs.)-gan-kam-ling,,"<p>Dr. Gan was awarded a Singapore government scholarship to pursue her medical degree at University of Singapore. After her graduation, she worked at different hospitals in Singapore before returning to Penang to work at Penang General Hospital, where she had her basic training in the Department of Obstetrics &amp; Gynaecology.</p>
<p>Dr. Gan then spent a year in the United Kingdom, initially at King&rsquo;s College Hospital and subsequently at Derby City Hospital. She further attained her postgraduate training in Gynaecological Oncology at Mayo Clinic and University of California (Irvine) in the United States.</p>
<p>Dr. Gan joined Gleneagles Penang in 1990 and started laparoscopic surgery in 1992. In 2000, she was made a Fellow of the Royal College of Obstetricians &amp; Gynaecologists.</p>
<p>Dr. Gan is active in voluntary social work. In 1993, Jaycees (Malaysia) awarded her the &ldquo;Outstanding Young Malaysian Award&rdquo; for her personal achievement. In 2005, she was awarded the &ldquo;Outstanding Women Award&rdquo; by Kwong Wah Yit Poh. She is the Patron of JCI Pearl Penang.</p>
<p>She is married and her happiest moments are spent with her family.&nbsp;</p>",##Obstetrics and Gynaecology (O&G)##,"<ul>
    <li>Pregnancy</li>
    <li>Wellness screening</li>
    <li>Infertility</li>
    <li>Incontinence</li>
    <li>Cancer</li>
    <li>Sexually transmitted diseases</li>
    <li>Ovarian cyst</li>
    <li>Uterine fibroid</li>
    <li>Prolapse</li>
</ul>",Dr. (Mrs.) Gan Kam Ling | Obstetrics and Gynaecology (O&G) | Gleneagles Hospital Penang,999,"<p>MBBS(S'pore), FRCOG(Lond)</p>",+604-222 9132,"<ul>
    <li>Laparoscopic surgery</li>
    <li>Colposcopy</li>
    <li>Amniocentesis</li>
    <li>Pelvic ultrasound</li>
    <li>Pap smear</li>
    <li>Breast examination</li>
    <li>Caesarean section</li>
</ul>",False,"English, Bahasa Melayu, Mandarin, Hokkien, Cantonese",https://gleneaglespenang.ehealth.com.my/#selectDateTime/2654,Dr. (Mrs.),False,Gleneagles Hospital Penang,,Gan Kam Ling,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'G3K_8205-01', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/g3k_8205-01.jpg?sfvrsn=5c624319_13'}]"
110,5bce4b71-3029-4f8e-9b34-24754aab3ac9,2023-05-31T07:17:43Z,2021-04-08T09:44:10Z,2021-04-08T09:44:11Z,True,,dr-gavin-yong-kok-weng,/obstetrics-and-gynaecology-og/dr-gavin-yong-kok-weng,Resident Consultant,,,Dr. Gavin Yong Kok Weng | Obstetrics and Gynaecology (O&G) | Gleneagles Hospital Kota Kinabalu,,https://gleneagles.com.my/kota-kinabalu/appointment/obstetrics-and-gynaecology-og/dr-gavin-yong-kok-weng,Dr.,,https://gleneagles.com.my/kota-kinabalu/doctors/obstetrics-and-gynaecology-og/dr-gavin-yong-kok-weng,,https://gleneagles.com.my/kota-kinabalu/doctors/obstetrics-and-gynaecology-og/dr-gavin-yong-kok-weng,,"<p style=""text-align: justify;"">Dr. Gavin qualified with MBBS in 1996 and subsequently with the Masters in Obstetrics and Gynaecology from University Sains Malaysia (USM) in 2005.  He has worked with the Ministry of Health in Hospital Queen Elizabeth, Kota Kinabalu; Hospital Papar, Sabah; Hospital Miri, Sarawak and Hospital Ampang in Selangor. He has helped to initiate the Obstetrics and Gynaecology Unit in Hospital Ampang in the year 2007-09, when it first started as a nucleus hospital in Selangor.  In 2010, he moved on to join Metro Maternity Hospital in Klang, running its general O&amp;G services and infertility unit., together with renowned infertility expert Dr. Tee SP. In 2013, the infertility unit in Hospital Wanita Metro took on a bigger role and became Metro IVF. Currently still training with Metro IVF, Dr. Gavin counsel&rsquo;s infertility patients and initiates ovarian stimulations and intrauterine insemination.</p>",##Obstetrics and Gynaecology (O&G)##,"<p>Birth control, endometriosis, fibroids, gynaecological disorders, gynaecological cancer, infertility, ovarian cyst, placenta previa, antenatal care, urinary incontinence related to gynae issue.</p>",Dr. Gavin Yong Kok Weng | Obstetrics and Gynaecology (O&G) | Gleneagles Hospital Kota Kinabalu,999,"<p>MBBS (MAHE), Masters in Obstetrics and Gynaecology (USM)</p>",,"<p>Caesarean section, dilatation &amp; curettage, episiotomy, minimal access surgery (laparoscopy), hysteroscopy, pelvic ultrasound, PTO, sterilization, tubal ligation reversal, 3D/4D ultrasound, intra uterine insemination (IUI), pelvic floor repair (strengthening), Fertility consultation, Follicular tracking, Ovarian stimulation, Ovum pick up, Embryo transfer</p>",False,"English, Malay, Chinese",,Dr.,False,Gleneagles Hospital Kota Kinabalu,,Gavin Yong Kok Weng,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Gavin Yong Kok Weng', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-gavin-yong-kok-weng7caeb3d0-e025-4dbe-bfae-fb6c96094ed0.jpg?sfvrsn=f5f1b785_6'}]"
111,178fe2fd-668f-4000-b86f-0930c8c18f68,2023-05-16T06:07:13Z,2021-04-08T09:43:23Z,2021-04-08T09:43:24Z,True,,dr-george-john,/general-surgery/dr-george-john,Seasonal Consultant,,,Dr. George John | General Surgery | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/general-surgery/dr-george-john,Dr.,"Suite Specialist Clinics, 6th Floor, Block B",https://gleneagles.com.my/kuala-lumpur/doctors/general-surgery/dr-george-john,,https://gleneagles.com.my/kuala-lumpur/doctors/general-surgery/dr-george-john,,,##General Surgery##;##Thoracic Surgery##,"1. Video Assisted Thoracoscopic Pulmonary, Pleural & Mediastinal Surgeries. <br/>2. Esophageal Surgery.",Dr. George John | General Surgery | Gleneagles Hospital Kuala Lumpur,999,"MBBS(Manipal), Master of Surgery(UM), Fellowship in Minimal Access Surgery(WALS), Fell owship in Tho",03-4141 3251 / 3252 / 3253 / 3254,,False,English,,Dr.,False,Gleneagles Hospital Kuala Lumpur,,George John,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. George John', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-george-john0a68b347-2428-4031-8b29-3f70c4f67a67.jpg?sfvrsn=ba2e327a_6'}]"
112,f8c16fdb-ea3f-4b37-8b23-97cd375e2fea,2023-05-16T05:56:45Z,2021-04-08T09:45:27Z,2021-04-08T09:45:28Z,True,,dr-george-lee-eng-geap,/urology/dr-george-lee-eng-geap,Resident Consultant,,,Dr. George Lee Eng Geap | Urology | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/urology/dr-george-lee-eng-geap,Dr.,"Suite 218, 2nd Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/urology/dr-george-lee-eng-geap,,https://gleneagles.com.my/kuala-lumpur/doctors/urology/dr-george-lee-eng-geap,,"<p>Dr George Lee is a consultant urological surgeon with many years of experience. As a passionate educator, Dr George Lee is currently Clinical Associate Professor at Monash University. </p><p>Dr George Lee is qualified from Cambridge University in Pharmacology. He completed his medical degree at Fitzwilliam College &amp; Addenbrooke&rsquo;s Clinical School, Cambridge. Dr Lee Subsequently had his surgical training in Oxford &amp; completed his Urological training from Imperial College London. Dr Lee obtained his CCST (United Kingdom) &amp; FEBU (EUROPE) &amp; served as a consultant urological surgeon in UKM before returning back to Malaysia in 2007. </p><p>Dr Lee served as Associate Professor in University Malaya &amp; continued practicing privately treating Urological conditions. He is well regarded in his expertise in Men&rsquo;s Health, Urological Cancers, Prostate Diseases, Sexual Dysfunction and Fertility.&nbsp;</p>",##Urology##,"<ul><li>Benign prostate hyperplasia</li><li>Prostate cancer &amp; elevated PSA</li><li>Prostatitis</li><li>Overactive bladder, urinary incontinence</li><li>Kidney, ureteric &amp; bladder stones</li><li>Testicular bladder &amp; renal cancer</li><li>Oligospernia &amp; azoospermia </li><li>Sexually transmitted infections &amp; genital warts</li><li>Erectile dysfunctions, premature ejaculation </li><li>Testosterone deficiency &nbsp;&nbsp;</li></ul>",Dr. George Lee Eng Geap | Urology | Gleneagles Hospital Kuala Lumpur,999,"BA, B Chair, MB, MA, FRCS (Urol), FEBU",03-4141 3318  03-4141 3210,"<ul><li>Prostate diseases: TURP, PVP, Laser prostatectomy. </li><li>Stone diseases: ESWL, URS &amp; Lases Stone, RIRS.</li><li>Men&rsquo;s Health: Varicocele, Hydrocele </li><li>Male Fertility: MESA/TESE, Vasectomy&nbsp;&nbsp;</li></ul>",False,"English, Mandarin, Hokkien, Malay & Cantonese",,Dr.,False,Gleneagles Hospital Kuala Lumpur,,George Lee Eng Geap,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. George Lee Eng Geap', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-george-lee-eng-geap77b1faa1-cff5-4348-86f0-96bced287281.png?sfvrsn=9743d1e1_6'}]"
113,c656afea-1e84-4ff4-a56c-69962c54486b,2023-05-16T06:05:50Z,2021-04-08T09:41:13Z,2021-04-08T09:41:14Z,True,,dato-'-dr-ghandhiraj-somasundram,/cardiothoracic-surgery/dato-'-dr-ghandhiraj-somasundram,Resident Consultant,,,Dato' Dr. Ghandhiraj Somasundram | Cardiothoracic Surgery | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/cardiothoracic-surgery/dato-'-dr-ghandhiraj-somasundram,Dato' Dr.,"Suite 605, 6th Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/cardiothoracic-surgery/dato-'-dr-ghandhiraj-somasundram,,https://gleneagles.com.my/kuala-lumpur/doctors/cardiothoracic-surgery/dato-'-dr-ghandhiraj-somasundram,,"<p align=""justify"">Dato' Dr. Ghandhiraj Somasundram was trained in the United Kingdom and was accredited by the General Medical Council of UK as a Consultant Cardiothoracic Surgeon, where he had worked as a Consultant before returning to Malaysia to work permanently.</p><p align=""justify"">He also trained in Cardiovascular Surgery at the University of Vienna, Austria. He was appointed as one of the pioneer Consultant Cardiothoracic Surgeons at Gleneagles Hospital in 1996, where he continues to have an advanced and busy practice. Dr. Somasundram is a specialist in coronary artery bypass surgery, heart valve repair and replacement, surgery for aortic aneurysms and dissections and left ventricular restorative surgery.</p><p align=""justify"">He also performs the full range of thoracic operations and video assisted thoracoscopic interventions for lung and mediastinal disease and chest trauma.</p><p align=""justify"">Most notably, Dr. Somasundram is an expert in surgical pulmonary thromboembolectomy for life-threatening acute massive pulmonary thromboembolism using his innovative technique which he has shared and presented his work in regional academic conferences.</p><p align=""justify"">Dr. Somasundram is an active member of many professional medical bodies including the American Society of Thoracic Surgeons (STS), European Association of Cardiovascular and Thoracic Surgery (EACTS), Asian Society of Cardiovascular and Thoracic Surgery (ASCVTS) and the Malaysian Association of Cardiovascular and Thoracic Surgery (MACTS).</p><p align=""justify"">Dr. Somasundram has attended and presented at numerous meetings and is currently an expert reviewer of academic journals. Besides that Dr.Somasundram has been a past Chairman and Deputy Chairman of the Medical Advisory Committee of the Hospital. He has also been involved with various administrative activities with the Management of the Hospital for its development. </p><p align=""justify"">He is currently the Head of Department of Cardiothoracic Surgery of Gleneagles Kuala Lumpur.</p>",##Cardiothoracic Surgery##;##Thoracic Surgery##,"Coronary artery surgery, valve repairs, Aortic surgery,  Lung Tumours",Dato' Dr. Ghandhiraj Somasundram | Cardiothoracic Surgery | Gleneagles Hospital Kuala Lumpur,999,"DBTJ, MBBS, FRCSI(Edinburgh), FRCS(Glasgow), CST (Cardiothoracic Surgery) UK, Diploma in Cardiovascular Surgery (Vienna)",03-4141 3255 / 4253 3086,"<p><b>Cardiac Operations</b></p><p>1. Surgery for coronary artery disease and it's complications</p><p>2. Heart Valve repair and replacement</p><p>3. Surgery for thoracic aortic diseases, like aortic aneurysms and dissections</p><p>4. Left Ventricular Restorative procedures for Heart failure</p><p>5.Surgery for acute and chronic pulmonary thromboembolism</p><p>6. Surgery for Cardiac and Great vessel Trauma</p><p>7.Surgery for Pericardial diseases</p><p>8. Surgery for Cardiac Tumours</p><p><b>Thoracic Operations</b></p><p>1. Fibreoptic and Rigid Bronchoscopy</p><p>2. Video-assisted and open thoracotomy procedures</p><p>2. Surgery for thoracic Trauma, lung and oesophagus</p><p>3. Surgery for infective lung disease, lung abscess, decortication of lung</p><p>4. Thymectomy </p><p>5. Surgery for benign and malignant mediastinal tumors</p><p>6. Surgery for lung cancer</p><p>7. Thoracoplasty procedures</p><p>8. Resection of esophageal tumours</p>",False,"English, Bahasa Malaysia, Tamil and German",https://gleneagleskl.ehealth.com.my/#selectDateTime/4781,Dato' Dr.,False,Gleneagles Hospital Kuala Lumpur,,Ghandhiraj Somasundram,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dato Dr. Ghandhiraj Somasundram', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dato-dr.-ghandhiraj-somasundram3db5db6d-1ede-4573-926d-c02310c0d1fd.png?sfvrsn=f80b6246_6'}]"
114,ae4e168c-29b7-427e-bdb0-3722ec19f068,2023-05-16T06:01:42Z,2021-04-08T09:40:42Z,2021-04-08T09:40:44Z,True,,gk-ananda,/maxillofacial-facial-cosmetic-surgery/gk-ananda,Resident Consultant,,,Dr. GK Ananda | Maxillofacial/Facial Cosmetic Surgery | Gleneagles Hospital Medini Johor,,https://gleneagles.com.my/medini-johor/appointment/maxillofacial-facial-cosmetic-surgery/gk-ananda,Dr.,Gleneagles Hospital Medini Johor,https://gleneagles.com.my/medini-johor/doctors/maxillofacial-facial-cosmetic-surgery/gk-ananda,,https://gleneagles.com.my/medini-johor/doctors/maxillofacial-facial-cosmetic-surgery/gk-ananda,,,##Maxillofacial/Facial Cosmetic Surgery##,,Dr. GK Ananda | Maxillofacial/Facial Cosmetic Surgery | Gleneagles Hospital Medini Johor,999,"BDS (MALAYA), MClinDent, OMFS (MALAYA)",,,False,"English, Malay, Tamil",,Dr.,False,Gleneagles Hospital Medini Johor,,GK Ananda,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. GK Ananda', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-gk-ananda667c3c1f-25dc-47a5-a520-db023d976f96.jpg?sfvrsn=eca4c7c0_6'}]"
115,513a1903-6667-46c7-8cda-3083fe916f53,2023-05-16T06:01:32Z,2021-04-08T09:40:31Z,2021-04-08T09:40:32Z,True,,dr.-goay-chun-kiat,/anaesthesiology/dr.-goay-chun-kiat,Resident Consultant,,,Dr. Goay Chun Kiat | Anaesthesiology | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/anaesthesiology/dr.-goay-chun-kiat,Dr.,,https://gleneagles.com.my/penang/doctors/anaesthesiology/dr.-goay-chun-kiat,,https://gleneagles.com.my/penang/doctors/anaesthesiology/dr.-goay-chun-kiat,,"<p>Dr. Goay graduated from Jawaharlal Nehru Medical College, Belgaum, Karnataka, India, in 1999. He served one year as an intern in India before being posted to Hospital Seberang Jaya and to Hospital Besar Pulau Pinang as Medical Officer. He went on rotations through various departments before obtaining his postgraduate specialist qualification, Master of Anaesthesiology, from Universiti Sains Malaysia in 2010.</p>
<p>Dr. Goay served for a few years as an Anaesthesiologist at the Ministry of Health, Malaysia, before commencing private practice at Gleneagles Penang in 2012. He has been appointed as ICU Site Auditor for Hospital Seberang Jaya and participated in ALS Training for Hospital Seberang Jaya.</p>",##Anaesthesiology##,,Dr. Goay Chun Kiat | Anaesthesiology | Gleneagles Hospital Penang,999,"<p>MBBS (Belgium), M.Med. (Anaesthesiology)</p>",+604-222 9292,"<p>Dr. Goay has been trained to provide anaesthesia for various types of surgery, including neurosurgery, paediatric surgery and cardiac surgery.</p>",False,"English, Bahasa Melayu, Mandarin, Hokkien, Teochew, Cantonese",,Dr.,False,Gleneagles Hospital Penang,,Goay Chun Kiat,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Goay Chun Kiat', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-goay-chun-kiat4b849c3e-81cd-40a1-bc1f-aea6beca25ee.jpg?sfvrsn=c233fee1_6'}]"
